,market,rank,total_units,total_properties,lat,lon,submarket
1088,"Utica, NY",3,400.0,1,43.08,-75.21,Adrian Terrace
1089,"Valdosta, GA",1,659.0,6,30.87,-83.28,Valdosta/Lake Park
1090,"Valdosta, GA",2,440.0,3,30.86,-83.27,Valdosta/Lake Park
1091,"Valdosta, GA",3,436.0,2,30.89,-83.29,Valdosta/Lake Park
1092,"Vallejo-Fairfield, CA",1,758.0,4,38.08,-122.24,South Vallejo
1093,"Vallejo-Fairfield, CA",2,748.0,3,38.35,-121.97,Vacaville
1094,"Vallejo-Fairfield, CA",3,699.0,6,38.26,-122.02,Fairfield
1095,"Ventura, CA",1,1467.0,7,34.24,-119.18,South Bank
1096,"Ventura, CA",2,1390.0,4,34.22,-119.15,East Village
1097,"Ventura, CA",3,1306.0,5,34.22,-119.06,Camarillo
1098,"Victoria, TX",1,570.0,5,28.82,-96.97,Texas South Area
1099,"Victoria, TX",2,529.0,3,28.86,-96.99,Texas South Area
1100,"Victoria, TX",3,496.0,3,28.86,-97.01,Texas South Area
1101,"Vineland, NJ",1,411.0,2,39.4,-75.02,Vineland/Millville
1102,"Vineland, NJ",2,340.0,2,39.48,-75.04,Vineland/Millville
1103,"Vineland, NJ",3,327.0,4,39.49,-75.01,Vineland/Millville
1104,"Visalia, CA",1,343.0,3,36.34,-119.26,Northeast District
1105,"Visalia, CA",2,292.0,3,36.21,-119.37,Tulare
1106,"Visalia, CA",3,292.0,2,36.34,-119.34,Western Visalia
1107,"Waco, TX",1,1005.0,6,31.53,-97.18,Waco & Killeen
1108,"Waco, TX",2,518.0,4,31.53,-97.19,Waco & Killeen
1109,"Waco, TX",3,480.0,3,31.52,-97.19,Waco & Killeen
1110,"Walla Walla, WA",1,192.0,2,46.08,-118.3,Washington State Area
1111,"Walla Walla, WA",2,137.0,1,46.07,-118.34,Washington State Area
1112,"Walla Walla, WA",3,128.0,1,46.01,-118.4,Washington State Area
1113,"Warner Robins, GA",1,530.0,1,32.58,-83.64,Perry/Warner Robins
1114,"Warner Robins, GA",2,524.0,2,32.61,-83.71,Perry/Warner Robins
1115,"Warner Robins, GA",3,515.0,2,32.59,-83.63,Perry/Warner Robins
1116,"Washington, DC",1,13421.0,33,38.88,-77.01,Capitol Riverfront
1117,"Washington, DC",2,10888.0,28,38.91,-77.0,Union Market
1118,"Washington, DC",3,9716.0,23,38.86,-77.05,National Landing
1119,"Waterloo-Cedar Falls, IA",1,424.0,1,42.51,-92.44,Iowa City/Waterloo
1120,"Waterloo-Cedar Falls, IA",2,288.0,2,42.51,-92.47,Iowa City/Waterloo
1121,"Waterloo-Cedar Falls, IA",3,258.0,3,42.47,-92.33,Iowa City/Waterloo
1122,"Watertown-Fort Drum, NY",1,740.0,1,44.04,-75.86,Outer Jefferson County
1123,"Watertown-Fort Drum, NY",2,400.0,2,44.05,-75.84,Outer Jefferson County
1124,"Watertown-Fort Drum, NY",3,394.0,1,43.98,-75.96,Outer Jefferson County
1125,"Wausau, WI",1,532.0,3,44.95,-89.7,Wausau/Stevens Point
1126,"Wausau, WI",2,248.0,2,44.96,-89.63,Downtown Wausau
1127,"Wausau, WI",3,240.0,2,44.98,-89.64,Wausau/Stevens Point
1128,"Weirton-Steubenville, WV",1,218.0,1,40.4,-80.59,West Virginia North Area
1129,"Weirton-Steubenville, WV",2,194.0,2,40.38,-80.73,Ohio North Area
1130,"Weirton-Steubenville, WV",3,126.0,1,40.4,-80.58,West Virginia North Area
1131,"Wenatchee, WA",1,1050.0,3,47.43,-120.31,Washington State Area
1132,"Wenatchee, WA",2,368.0,1,47.61,-120.65,Washington State Area
1133,"Wenatchee, WA",3,312.0,1,47.44,-120.32,Washington State Area
1134,"Wheeling, WV",1,222.0,1,40.06,-80.58,West Virginia North Area
1135,"Wheeling, WV",2,160.0,2,40.07,-80.72,West Virginia North Area
1136,"Wheeling, WV",3,158.0,1,40.05,-80.72,West Virginia North Area
1137,"Wichita Falls, TX",1,836.0,5,33.85,-98.5,Southwest Wichita Falls
1138,"Wichita Falls, TX",2,486.0,3,33.86,-98.52,Southwest Wichita Falls
1139,"Wichita Falls, TX",3,394.0,3,33.96,-98.52,North Wichita Falls
1140,"Wichita, KS",1,1594.0,8,37.69,-97.34,Downtown Wichita
1141,"Wichita, KS",2,1514.0,6,37.67,-97.23,Southeast Wichita
1142,"Wichita, KS",3,1037.0,3,37.72,-97.25,East Wichita
1143,"Williamsport, PA",1,450.0,2,41.24,-77.01,Pennsylvania Central Area
1144,"Williamsport, PA",2,218.0,3,41.24,-77.02,Pennsylvania Central Area
1145,"Williamsport, PA",3,200.0,1,41.24,-77.06,Pennsylvania Central Area
1146,"Wilmington, NC",1,1231.0,4,34.16,-77.91,Echo Farms
1147,"Wilmington, NC",2,1195.0,4,34.23,-77.87,Outer W New Hanover County
1148,"Wilmington, NC",3,848.0,3,34.25,-77.88,Outer W New Hanover County
1149,"Winchester, VA",1,880.0,4,39.17,-78.18,Winchester County
1150,"Winchester, VA",2,788.0,5,39.16,-78.18,Winchester County
1151,"Winchester, VA",3,511.0,2,39.14,-78.16,Frederick County VA
1152,"Winston-Salem, NC",1,1211.0,8,36.1,-80.24,Innovation Quarter
1153,"Winston-Salem, NC",2,1159.0,2,36.07,-80.33,S Downtown Winston-Salem
1154,"Winston-Salem, NC",3,1021.0,6,36.1,-80.25,Crystal Towers-East
1155,"Worcester, MA",1,1972.0,11,42.26,-71.8,Green Island
1156,"Worcester, MA",2,1311.0,2,42.3,-71.78,North Lincoln Street
1157,"Worcester, MA",3,1130.0,7,42.27,-71.8,Downtown Worcester
1158,"Yakima, WA",1,716.0,1,46.6,-120.46,East Yakima County
1159,"Yakima, WA",2,426.0,1,46.59,-120.6,Yakima
1160,"Yakima, WA",3,330.0,1,46.58,-120.58,Yakima
1161,"York, PA",1,966.0,2,39.95,-76.65,Outer Stonybrook/East York County
1162,"York, PA",2,672.0,4,39.98,-76.66,East York
1163,"York, PA",3,594.0,2,39.94,-76.69,Tyler Run-Queens Gate
1164,"Youngstown, OH",1,1058.0,2,41.09,-80.74,North Outer Austintown/Boardman
1165,"Youngstown, OH",2,795.0,2,41.09,-80.75,North Outer Austintown/Boardman
1166,"Youngstown, OH",3,548.0,1,41.07,-80.71,Kirkmere
1167,"Yuba City, CA",1,488.0,6,39.15,-121.64,Sutter County
1168,"Yuba City, CA",2,301.0,4,39.11,-121.62,Sutter County
1169,"Yuba City, CA",3,274.0,3,39.15,-121.59,Yuba County
1170,"Yuma, AZ",1,561.0,3,32.68,-114.63,Downtown Yuma
1171,"Yuma, AZ",2,540.0,2,32.7,-114.65,Downtown Yuma
1172,"Yuma, AZ",3,480.0,2,32.68,-114.65,Downtown Yuma
